age,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
30,0,0,0,0,0,0,2.00E-06,8.00E-06,1.70E-05,3.30E-05,5.80E-05,9.80E-05,1.60E-04,2.59E-04,4.09E-04,6.30E-04,9.44E-04,0.001379,0.001946,0.002649,0.003475,0.004398,0.005376,0.00636,0.007297,0.008141,0.008831,0.009341,0.009695,0.009827,0.009783,0.009567,0.009314,0.008381,0.007457,0.006562,0.005742,0.004479,0.003497,0.003041,0.002778,0.002546,0.002238,0.001999,0.001859,0.001955,0.001874,0.001733,0.001802,0.001733,0.001637,0.001307,0.001291,0.001067,9.27E-04,8.53E-04,7.92E-04,7.39E-04,6.90E-04,6.48E-04,6.16E-04
31,0,0,0,0,0,0,2.00E-06,8.00E-06,1.70E-05,3.30E-05,5.90E-05,9.90E-05,1.63E-04,2.64E-04,4.17E-04,6.44E-04,9.68E-04,0.001418,0.002007,0.002742,0.003612,0.004597,0.005656,0.006739,0.007795,0.008775,0.009613,0.010273,0.010776,0.01104,0.011102,0.010957,0.010754,0.009734,0.00869,0.007658,0.006699,0.005213,0.004052,0.003507,0.00319,0.002918,0.002565,0.002284,0.002108,0.00221,0.002109,0.001943,0.002013,0.001932,0.001817,0.001456,0.001436,0.001199,0.001047,9.65E-04,8.96E-04,8.34E-04,7.79E-04,7.29E-04,6.87E-04
32,0,0,0,0,0,0,2.00E-06,8.00E-06,1.70E-05,3.30E-05,5.90E-05,1.00E-04,1.64E-04,2.66E-04,4.21E-04,6.51E-04,9.81E-04,0.00144,0.002044,0.002801,0.003704,0.004734,0.005855,0.00702,0.008175,0.009274,0.010248,0.011055,0.011711,0.012119,0.01231,0.012265,0.012141,0.011063,0.009921,0.008767,0.007674,0.005963,0.004621,0.003981,0.003607,0.003295,0.002898,0.002575,0.002363,0.00247,0.002352,0.002156,0.002228,0.002134,0.002006,0.001611,0.001585,0.001331,0.001172,0.001083,0.001007,9.36E-04,8.73E-04,8.16E-04,7.66E-04
33,0,0,0,0,0,0,2.00E-06,8.00E-06,1.70E-05,3.30E-05,5.80E-05,9.90E-05,1.64E-04,2.66E-04,4.21E-04,6.52E-04,9.84E-04,0.001449,0.002061,0.002832,0.003756,0.004818,0.005984,0.007211,0.008446,0.009643,0.010734,0.011675,0.012477,0.013032,0.013363,0.013439,0.013421,0.012318,0.011107,0.009854,0.008641,0.006713,0.005192,0.004457,0.004024,0.003673,0.003233,0.00287,0.00262,0.002734,0.002599,0.002373,0.002448,0.002343,0.002197,0.001774,0.001739,0.001468,0.001297,0.001205,0.001122,0.001044,9.72E-04,9.07E-04,8.49E-04
34,0,0,0,0,0,0,2.00E-06,7.00E-06,1.70E-05,3.20E-05,5.70E-05,9.80E-05,1.62E-04,2.64E-04,4.19E-04,0.000649,9.81E-04,0.001446,0.002062,0.00284,0.003776,0.004859,0.006056,0.007327,0.008623,0.009899,0.011085,0.012139,0.013072,0.013768,0.014242,0.014451,0.014556,0.013462,0.012213,0.010886,0.009575,0.007445,0.005751,0.004925,0.004435,0.004045,0.003566,0.003164,0.002876,0.002997,0.002848,0.002592,0.002671,0.002558,0.002396,0.001941,0.001899,0.001611,0.001427,0.001328,0.001242,0.001157,0.001077,0.001003,9.38E-04
35,0,0,0,0,0,0,2.00E-06,9.00E-06,2.10E-05,4.10E-05,7.20E-05,1.23E-04,2.04E-04,3.32E-04,5.27E-04,8.16E-04,0.001232,0.001815,0.002586,0.003559,0.004733,0.006092,0.007601,0.009209,0.010861,0.012503,0.014053,0.015456,0.016732,0.017731,0.018469,0.018881,0.01916,0.017775,0.016132,0.014334,0.012522,0.009403,0.006986,0.005761,0.005049,0.004444,0.003719,0.003129,0.002848,0.002947,0.002693,0.002444,0.002487,0.002242,0.001952,0.001436,0.001378,0.001088,9.35E-04,8.74E-04,8.25E-04,7.78E-04,7.30E-04,6.85E-04,6.45E-04
36,0,0,0,0,0,0,2.00E-06,1.00E-05,2.20E-05,4.20E-05,7.40E-05,1.26E-04,2.08E-04,3.38E-04,5.37E-04,8.32E-04,0.001254,0.001844,0.002623,0.003603,0.00478,0.00614,0.007648,0.009255,0.010908,0.012558,0.014126,0.015565,0.016892,0.017966,0.018799,0.019324,0.019722,0.018419,0.016898,0.015153,0.013352,0.010107,0.007634,0.006346,0.005584,0.004912,0.004117,0.003468,0.003163,0.003249,0.00296,0.002691,0.002723,0.002461,0.002146,0.001588,0.001519,0.001202,0.001039,9.69E-04,9.13E-04,8.60E-04,8.09E-04,7.58E-04,7.11E-04
37,0,0,0,0,0,0,2.00E-06,1.00E-05,2.30E-05,4.20E-05,7.50E-05,1.28E-04,2.11E-04,3.42E-04,5.43E-04,8.41E-04,0.001269,0.001867,0.002655,0.003646,0.004836,0.006207,0.007726,0.009343,0.011007,0.012672,0.014262,0.015731,0.017102,0.018235,0.019146,0.019765,0.020274,0.019038,0.017566,0.015871,0.014081,0.010723,0.008134,0.006816,0.006028,0.005318,0.004462,0.003759,0.003424,0.003529,0.003199,0.002896,0.002941,0.002658,0.002327,0.001739,0.00166,0.001321,0.001143,0.001067,0.001003,9.42E-04,8.84E-04,8.30E-04,7.77E-04
38,0,0,0,0,0,0,2.00E-06,1.00E-05,2.20E-05,4.30E-05,7.50E-05,1.27E-04,2.10E-04,3.40E-04,5.41E-04,8.38E-04,0.001267,0.001867,0.002658,0.003656,0.004856,0.006238,0.007769,0.009398,0.011075,0.012754,0.014361,0.015854,0.017257,0.018436,0.019404,0.020097,0.020696,0.019522,0.018097,0.01643,0.014661,0.011222,0.008545,0.007176,0.006377,0.005656,0.004762,0.004013,0.003642,0.003767,0.003424,0.003079,0.003132,0.002846,0.002501,0.001888,0.001798,0.001445,0.001251,0.001165,0.001094,0.001025,9.60E-04,9.00E-04,8.43E-04
39,0,0,0,0,0,0,2.00E-06,9.00E-06,2.10E-05,4.10E-05,7.40E-05,1.25E-04,2.06E-04,3.34E-04,5.31E-04,8.25E-04,0.001248,0.001842,0.002629,0.003623,0.004823,0.006209,0.007746,0.009384,0.011071,0.01276,0.014381,0.015892,0.017318,0.018526,0.019538,0.020286,0.020954,0.019834,0.018456,0.016825,0.015074,0.01159,0.008857,0.007455,0.006636,0.005917,0.005011,0.004234,0.003827,0.003966,0.003621,0.003249,0.003306,0.003023,0.00267,0.002036,0.001938,0.001574,0.001365,0.001267,0.001187,0.001111,0.001038,9.71E-04,9.09E-04
40,0,0,0,0,0,0,2.00E-06,9.00E-06,2.00E-05,3.90E-05,7.10E-05,1.21E-04,2.00E-04,3.25E-04,5.16E-04,8.02E-04,0.001215,0.001796,0.00257,0.00355,0.004737,0.006114,0.007646,0.009283,0.010973,0.012669,0.014298,0.01582,0.017262,0.018493,0.019533,0.020322,0.021041,0.019971,0.018638,0.017048,0.015329,0.011825,0.009066,0.007651,0.006825,0.006104,0.005202,0.004416,0.003981,0.004132,0.003789,0.003397,0.003467,0.003188,0.002833,0.002185,0.002078,0.001706,0.001486,0.001376,0.001285,0.0012,0.00112,0.001045,9.76E-04
41,0,0,0,0,0,0,2.00E-06,8.00E-06,1.90E-05,3.80E-05,6.80E-05,1.16E-04,1.93E-04,3.13E-04,4.98E-04,7.74E-04,0.001174,0.001737,0.002488,0.003446,0.004608,0.005961,0.007474,0.009098,0.01078,0.012471,0.014102,0.01563,0.017081,0.018328,0.01939,0.020209,0.020965,0.019941,0.018652,0.01711,0.01543,0.011939,0.009177,0.007765,0.006942,0.006231,0.005336,0.004555,0.004103,0.004268,0.003931,0.003519,0.003606,0.003342,0.002987,0.002333,0.002219,0.001842,0.001613,0.001493,0.00139,0.001294,0.001205,0.001123,0.001046
42,0,0,0,0,0,0,2.00E-06,8.00E-06,1.80E-05,3.60E-05,6.50E-05,1.11E-04,1.84E-04,3.00E-04,4.77E-04,7.43E-04,0.001127,0.001669,0.002393,0.003318,0.004448,0.005767,0.007246,0.008841,0.010501,0.012176,0.013798,0.015324,0.016777,0.018032,0.01911,0.019951,0.020733,0.019758,0.018515,0.017023,0.015388,0.011938,0.009198,0.0078,0.006991,0.006298,0.005422,0.00465,0.004192,0.004374,0.00405,0.003622,0.003724,0.003481,0.003132,0.002475,0.002357,0.001979,0.001743,0.001614,0.001502,0.001395,0.001296,0.001204,0.001122
43,0,0,0,0,0,0,2.00E-06,8.00E-06,1.70E-05,3.40E-05,6.10E-05,1.06E-04,1.75E-04,2.86E-04,4.56E-04,7.09E-04,0.001077,0.001596,0.002291,0.00318,0.004267,0.005545,0.00698,0.008532,0.010155,0.011801,0.013401,0.014913,0.016357,0.017614,0.018699,0.019557,0.020359,0.019434,0.018241,0.016803,0.01522,0.011834,0.009137,0.007766,0.006975,0.006307,0.005458,0.004706,0.004247,0.004448,0.004144,0.003707,0.003822,0.003602,0.003266,0.002614,0.002491,0.002116,0.001875,0.001739,0.001619,0.001504,0.001394,0.001293,0.001201
44,0,0,0,0,0,0,2.00E-06,7.00E-06,1.60E-05,3.20E-05,5.80E-05,1.00E-04,1.66E-04,2.72E-04,4.33E-04,6.75E-04,0.001025,0.00152,0.002184,0.003035,0.004077,0.005304,0.006692,0.008195,0.009769,0.011373,0.012938,0.014425,0.015851,0.017099,0.018185,0.019053,0.019867,0.018995,0.017857,0.016477,0.01495,0.011646,0.009008,0.007671,0.006904,0.006264,0.005448,0.004724,0.004272,0.004489,0.004211,0.003774,0.003903,0.003708,0.003386,0.002745,0.002621,0.00225,0.002008,0.001867,0.00174,0.001618,0.001499,0.001388,0.001286
45,0,0,0,0,0,0,2.00E-06,9.00E-06,2.00E-05,3.80E-05,6.90E-05,1.18E-04,1.97E-04,3.20E-04,5.10E-04,7.94E-04,0.001204,0.001783,0.002558,0.003548,0.00476,0.006182,0.007788,0.009537,0.011364,0.013223,0.015043,0.016773,0.018435,0.019895,0.02117,0.022196,0.023164,0.022221,0.020939,0.019347,0.017572,0.013688,0.010535,0.008878,0.007909,0.007079,0.006038,0.005106,0.004558,0.004788,0.00443,0.003921,0.004073,0.00383,0.003427,0.002671,0.002539,0.002121,0.001869,0.001735,0.001616,0.0015,0.001389,0.001283,0.001184
46,0,0,0,0,0,0,2.00E-06,9.00E-06,2.00E-05,3.90E-05,7.00E-05,1.19E-04,1.97E-04,3.21E-04,5.11E-04,7.93E-04,0.001202,0.001775,0.00254,0.003513,0.004697,0.006081,0.007634,0.009313,0.011074,0.012854,0.014586,0.016231,0.017808,0.019192,0.0204,0.021372,0.022292,0.021378,0.02025,0.01879,0.017156,0.013434,0.010514,0.008948,0.00803,0.007193,0.006142,0.005206,0.004691,0.004926,0.004551,0.004052,0.004219,0.00397,0.003563,0.002801,0.002677,0.002252,0.002002,0.001865,0.001741,0.00162,0.001501,0.001387,0.001281
47,0,0,0,0,0,0,2.00E-06,9.00E-06,2.00E-05,3.80E-05,6.90E-05,1.17E-04,1.94E-04,3.15E-04,5.01E-04,7.78E-04,0.001179,0.001742,0.00249,0.003442,0.004594,0.005936,0.007437,0.00905,0.010729,0.012432,0.014077,0.015629,0.017116,0.018414,0.019546,0.020455,0.021317,0.020432,0.019348,0.017998,0.016479,0.012948,0.010169,0.008742,0.007913,0.007125,0.006097,0.005187,0.004704,0.004978,0.004595,0.004101,0.004297,0.004057,0.003662,0.002916,0.002793,0.002377,0.002127,0.00199,0.001863,0.001737,0.001613,0.001493,0.001379
48,0,0,0,0,0,0,2.00E-06,8.00E-06,1.90E-05,3.80E-05,6.60E-05,1.13E-04,1.87E-04,3.04E-04,4.83E-04,7.51E-04,0.001138,0.001682,0.002407,0.003329,0.004446,0.005742,0.007187,0.008736,0.010341,0.011954,0.01352,0.014985,0.016378,0.017591,0.018643,0.019484,0.020283,0.019424,0.018383,0.017099,0.015681,0.012348,0.00972,0.008378,0.007635,0.006927,0.005957,0.005085,0.004626,0.004931,0.004584,0.004095,0.004308,0.004097,0.003722,0.003005,0.002887,0.002487,0.002243,0.002107,0.00198,0.001851,0.001723,0.001597,0.001477
49,0,0,0,0,0,0,2.00E-06,8.00E-06,1.80E-05,3.50E-05,6.30E-05,1.08E-04,1.78E-04,2.89E-04,4.59E-04,7.15E-04,0.001084,0.001604,0.002298,0.003181,0.004252,0.005498,0.006884,0.008366,0.009898,0.011431,0.012908,0.014296,0.015603,0.016732,0.017707,0.01848,0.019213,0.01838,0.017381,0.01616,0.01482,0.011685,0.009214,0.007957,0.007266,0.006633,0.005745,0.004929,0.004493,0.004815,0.004512,0.00405,0.004276,0.004097,0.00375,0.003072,0.002963,0.002586,0.002349,0.002216,0.00209,0.001961,0.00183,0.001701,0.001577
50,0,0,0,0,0,0,2.00E-06,7.00E-06,1.70E-05,3.30E-05,5.90E-05,1.02E-04,1.68E-04,2.73E-04,4.33E-04,6.74E-04,0.001024,0.001515,0.002172,0.00301,0.004028,0.005213,0.006533,0.007945,0.009401,0.010855,0.012252,0.013555,0.014785,0.015839,0.016741,0.017452,0.01812,0.017315,0.016359,0.0152,0.013935,0.01099,0.008675,0.007502,0.006862,0.006283,0.005476,0.004729,0.004321,0.004653,0.004393,0.003965,0.004209,0.004064,0.003749,0.003113,0.003021,0.002671,0.002447,0.002318,0.002194,0.002066,0.001936,0.001805,0.001677
51,0,0,0,0,0,0,1.00E-06,7.00E-06,1.60E-05,3.10E-05,5.60E-05,9.50E-05,1.58E-04,2.56E-04,4.07E-04,6.33E-04,9.62E-04,0.001424,0.002042,0.002831,0.003791,0.004909,0.006156,0.007491,0.008867,0.01024,0.011556,0.012782,0.013929,0.014918,0.015755,0.016409,0.017019,0.016245,0.015332,0.014236,0.013045,0.010288,0.008124,0.007032,0.006441,0.005914,0.005175,0.004496,0.004123,0.00446,0.00424,0.003845,0.004107,0.004,0.00372,0.003131,0.003055,0.002739,0.002534,0.002412,0.002292,0.002167,0.002038,0.001907,0.001778
52,0,0,0,0,0,0,1.00E-06,6.00E-06,1.50E-05,2.90E-05,5.20E-05,8.90E-05,1.48E-04,2.40E-04,3.82E-04,5.93E-04,9.01E-04,0.001334,0.001914,0.002654,0.003554,0.004604,0.005774,0.007027,0.008319,0.009608,0.010842,0.01199,0.01306,0.013979,0.014759,0.015361,0.015919,0.015182,0.014315,0.013282,0.012165,0.009592,0.007575,0.006561,0.006016,0.005536,0.004863,0.004244,0.003904,0.004245,0.004064,0.003702,0.003976,0.003906,0.003664,0.003125,0.003068,0.002784,0.002605,0.002496,0.002383,0.002262,0.002136,0.002007,0.001878
53,0,0,0,0,0,0,1.00E-06,6.00E-06,1.40E-05,2.70E-05,4.90E-05,8.40E-05,1.39E-04,2.25E-04,3.57E-04,5.56E-04,8.44E-04,0.00125,0.001793,0.002486,0.003328,0.00431,0.005405,0.006575,0.007782,0.008984,0.010134,0.011202,0.012196,0.013048,0.013769,0.014324,0.014834,0.014138,0.01332,0.012351,0.011306,0.008913,0.007039,0.006099,0.005596,0.005159,0.004547,0.003985,0.003675,0.004015,0.003871,0.003543,0.003823,0.003787,0.003581,0.003093,0.003058,0.002809,0.002652,0.002564,0.002464,0.00235,0.002228,0.002103,0.001975
54,0,0,0,0,0,0,1.00E-06,6.00E-06,1.30E-05,2.60E-05,4.60E-05,7.90E-05,1.30E-04,2.11E-04,3.36E-04,5.22E-04,7.92E-04,0.001172,0.001681,0.00233,0.003119,0.004036,0.005059,0.006151,0.007274,0.008391,0.009457,0.010446,0.011363,0.012147,0.01281,0.013322,0.013783,0.013128,0.012362,0.011456,0.010481,0.008262,0.006524,0.005655,0.005191,0.004793,0.004235,0.003726,0.003444,0.003777,0.003666,0.003372,0.003657,0.003651,0.003479,0.00304,0.003025,0.002812,0.002681,0.00261,0.00253,0.002429,0.002315,0.002193,0.002069
55,0,0,0,0,0,0,1.00E-06,5.00E-06,1.20E-05,2.40E-05,4.30E-05,7.40E-05,1.23E-04,1.99E-04,3.16E-04,4.91E-04,7.45E-04,0.001102,0.001579,0.002188,0.002927,0.003786,0.004741,0.005759,0.006805,0.007841,0.008827,0.009738,0.010579,0.011297,0.0119,0.012367,0.012783,0.012167,0.011449,0.010607,0.0097,0.007644,0.006037,0.005233,0.004806,0.004442,0.003934,0.003471,0.003216,0.00354,0.003454,0.003193,0.00348,0.0035,0.00336,0.002968,0.002972,0.002792,0.002689,0.002638,0.002574,0.002493,0.002392,0.002278,0.002157
56,0,0,0,0,0,0,1.00E-06,5.00E-06,1.20E-05,2.30E-05,4.10E-05,7.00E-05,1.16E-04,1.88E-04,2.98E-04,4.63E-04,7.03E-04,0.001039,0.001488,0.00206,0.002753,0.003559,0.004452,0.005403,0.006377,0.007339,0.008252,0.00909,0.009859,0.010512,0.011058,0.011477,0.011848,0.01127,0.010595,0.009811,0.008969,0.007067,0.005581,0.004839,0.004445,0.004112,0.003648,0.003226,0.002994,0.003306,0.003241,0.003009,0.003295,0.003339,0.003228,0.002881,0.002901,0.002752,0.002674,0.002645,0.0026,0.002535,0.002454,0.002353,0.00224
57,0,0,0,0,0,0,1.00E-06,5.00E-06,1.10E-05,2.20E-05,3.90E-05,6.60E-05,1.10E-04,1.78E-04,2.83E-04,4.39E-04,6.65E-04,9.83E-04,0.001406,0.001945,0.002598,0.003355,0.004193,0.005082,0.005991,0.006886,0.007731,0.008504,0.009208,0.0098,0.010291,0.010664,0.010991,0.010442,0.009807,0.009075,0.008292,0.006533,0.005159,0.004474,0.004111,0.003805,0.003379,0.002995,0.002784,0.00308,0.003032,0.002825,0.003107,0.003168,0.003086,0.002779,0.002816,0.002694,0.002639,0.00263,0.002606,0.002561,0.002495,0.002414,0.002314
58,0,0,0,0,0,0,1.00E-06,5.00E-06,1.10E-05,2.10E-05,3.70E-05,6.30E-05,1.05E-04,1.69E-04,2.69E-04,4.17E-04,6.33E-04,9.34E-04,0.001335,0.001844,0.002461,0.003174,0.003961,0.004796,0.005646,0.006479,0.007264,0.007978,0.008623,0.009161,0.009602,0.009931,0.010216,0.00969,0.009089,0.008405,0.007673,0.006043,0.004773,0.004139,0.003804,0.003522,0.00313,0.002778,0.002585,0.002866,0.002829,0.002644,0.002918,0.002992,0.002933,0.002665,0.002717,0.002621,0.002587,0.002595,0.002591,0.002566,0.00252,0.002455,0.002374
59,0,0,0,0,0,0,1.00E-06,5.00E-06,1.00E-05,2.00E-05,3.60E-05,6.10E-05,1.00E-04,1.62E-04,2.57E-04,3.99E-04,6.04E-04,8.92E-04,0.001274,0.001757,0.002341,0.003015,0.003758,0.004542,0.005339,0.006118,0.006847,0.007508,0.008101,0.008591,0.008987,0.009277,0.009523,0.009016,0.008444,0.007799,0.007115,0.005599,0.004421,0.003835,0.003524,0.003263,0.002901,0.002577,0.0024,0.002665,0.002636,0.002469,0.002733,0.002816,0.002774,0.00254,0.002607,0.002533,0.002518,0.002544,0.002556,0.00255,0.002525,0.002478,0.002414
60,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.90E-05,3.50E-05,5.90E-05,9.70E-05,1.56E-04,2.48E-04,3.84E-04,5.81E-04,8.56E-04,0.001222,0.001684,0.002239,0.002879,0.003582,0.004321,0.00507,0.005799,0.006478,0.00709,0.007637,0.008085,0.008442,0.008697,0.00891,0.008419,0.007871,0.007258,0.006614,0.005203,0.004105,0.003561,0.003272,0.003029,0.002693,0.002393,0.00223,0.002478,0.002455,0.002303,0.002555,0.002641,0.002614,0.002406,0.002485,0.002434,0.002436,0.002476,0.002504,0.002515,0.002509,0.002483,0.002437
61,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.90E-05,3.40E-05,5.70E-05,9.40E-05,1.52E-04,2.40E-04,3.72E-04,5.62E-04,8.27E-04,0.001179,0.001622,0.002154,0.002764,0.003432,0.004132,0.004838,0.005522,0.006157,0.006725,0.00723,0.007639,0.007963,0.008188,0.008372,0.007895,0.007368,0.006784,0.006173,0.00485,0.003826,0.003316,0.003047,0.002819,0.002505,0.002226,0.002075,0.002307,0.002287,0.002147,0.002386,0.002472,0.002455,0.002269,0.002356,0.002323,0.002342,0.002396,0.002438,0.002464,0.002474,0.002467,0.002441
62,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.90E-05,3.30E-05,5.60E-05,9.20E-05,1.48E-04,2.34E-04,3.62E-04,5.47E-04,8.04E-04,0.001145,0.001573,0.002085,0.002669,0.003307,0.003973,0.004641,0.005285,0.005879,0.006409,0.006875,0.007251,0.007544,0.007745,0.007903,0.00744,0.006931,0.006371,0.005788,0.004543,0.00358,0.003103,0.002848,0.002633,0.002338,0.002076,0.001935,0.002152,0.002133,0.002003,0.002229,0.002312,0.0023,0.002132,0.002223,0.002203,0.002236,0.002303,0.002358,0.002399,0.002424,0.002433,0.002426
63,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.80E-05,3.20E-05,5.50E-05,9.00E-05,1.45E-04,2.29E-04,3.55E-04,5.36E-04,7.87E-04,0.001118,0.001534,0.002029,0.002593,0.003205,0.003841,0.004475,0.005084,0.005642,0.006137,0.006568,0.006914,0.00718,0.00736,0.007494,0.007045,0.006551,0.006014,0.005455,0.004277,0.003367,0.002916,0.002675,0.002469,0.002189,0.001941,0.00181,0.002012,0.001993,0.001871,0.002083,0.002162,0.002153,0.001997,0.00209,0.002079,0.002121,0.002199,0.002267,0.002321,0.002359,0.002384,0.002392
64,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.80E-05,3.20E-05,5.40E-05,8.90E-05,1.43E-04,2.26E-04,3.50E-04,5.28E-04,7.74E-04,0.001099,0.001504,0.001987,0.002534,0.003125,0.003735,0.004342,0.004919,0.005446,0.00591,0.00631,0.006628,0.00687,0.007031,0.007144,0.006706,0.006225,0.005709,0.005171,0.00405,0.003185,0.002756,0.002525,0.002327,0.002058,0.001823,0.001699,0.001888,0.001867,0.001751,0.00195,0.002024,0.002015,0.001868,0.00196,0.001955,0.002003,0.002087,0.002165,0.002231,0.002283,0.00232,0.002344
65,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.80E-05,3.20E-05,5.40E-05,8.90E-05,1.42E-04,2.25E-04,3.47E-04,5.23E-04,7.66E-04,0.001086,0.001484,0.001957,0.00249,0.003064,0.003655,0.004238,0.004788,0.005288,0.005725,0.006095,0.006388,0.006609,0.006754,0.006846,0.006418,0.005947,0.00545,0.004929,0.003857,0.00303,0.00262,0.002397,0.002205,0.001946,0.00172,0.001602,0.001778,0.001754,0.001643,0.00183,0.001897,0.001887,0.001746,0.001835,0.001831,0.001882,0.001971,0.002055,0.002131,0.002195,0.002245,0.002282
66,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.80E-05,3.20E-05,5.40E-05,8.80E-05,1.42E-04,2.24E-04,3.45E-04,5.20E-04,7.62E-04,0.001078,0.001472,0.001938,0.002462,0.003023,0.003597,0.004161,0.00469,0.005167,0.00558,0.005925,0.006196,0.006396,0.006526,0.006599,0.006177,0.005714,0.005232,0.004726,0.003695,0.0029,0.002505,0.002289,0.002101,0.001849,0.001631,0.001518,0.001682,0.001655,0.001548,0.001722,0.001782,0.001769,0.001631,0.001717,0.001713,0.001764,0.001853,0.001941,0.002022,0.002096,0.002158,0.002207
67,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.80E-05,3.20E-05,5.40E-05,8.80E-05,1.42E-04,2.24E-04,3.45E-04,5.20E-04,7.60E-04,0.001075,0.001467,0.001928,0.002446,0.002998,0.003561,0.00411,0.004622,0.005079,0.005473,0.005796,0.006047,0.006229,0.006343,0.006398,0.00598,0.005522,0.005051,0.004557,0.00356,0.002791,0.00241,0.002198,0.002014,0.001767,0.001554,0.001445,0.001598,0.001568,0.001463,0.001626,0.001678,0.001662,0.001525,0.001606,0.001601,0.001649,0.001737,0.001825,0.00191,0.00199,0.002061,0.002122
68,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.80E-05,3.20E-05,5.40E-05,8.90E-05,1.42E-04,2.24E-04,3.46E-04,5.20E-04,7.60E-04,0.001075,0.001466,0.001925,0.002439,0.002985,0.00354,0.004079,0.004577,0.005019,0.005396,0.005701,0.005934,0.006099,0.006198,0.006237,0.00582,0.005365,0.004901,0.004416,0.003447,0.002701,0.00233,0.002123,0.001941,0.001698,0.001489,0.001384,0.001527,0.001492,0.001389,0.00154,0.001585,0.001565,0.001428,0.001504,0.001495,0.00154,0.001625,0.001711,0.001796,0.001879,0.001957,0.002027
69,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.90E-05,3.30E-05,5.50E-05,8.90E-05,1.43E-04,2.25E-04,3.46E-04,5.21E-04,7.62E-04,0.001077,0.001468,0.001927,0.002439,0.002982,0.003532,0.004063,0.004552,0.004983,0.005346,0.005636,0.005853,0.006002,0.006087,0.006112,0.005692,0.005238,0.004779,0.004301,0.003354,0.002626,0.002264,0.002061,0.001881,0.001641,0.001435,0.001332,0.001466,0.001426,0.001324,0.001466,0.001502,0.001478,0.00134,0.00141,0.001397,0.001438,0.001518,0.001601,0.001684,0.001768,0.001848,0.001924
70,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.90E-05,3.30E-05,5.50E-05,8.90E-05,1.43E-04,2.25E-04,3.47E-04,5.22E-04,7.63E-04,0.001079,0.00147,0.001929,0.002441,0.002983,0.00353,0.004058,0.00454,0.004962,0.005315,0.005593,0.005797,0.005932,0.006003,0.006016,0.005592,0.005138,0.004681,0.004207,0.003278,0.002564,0.002209,0.00201,0.001831,0.001593,0.001389,0.001289,0.001414,0.00137,0.001269,0.001401,0.001428,0.0014,0.00126,0.001324,0.001307,0.001343,0.001418,0.001496,0.001576,0.001657,0.001738,0.001817
71,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.90E-05,3.30E-05,5.50E-05,8.90E-05,1.43E-04,2.25E-04,3.47E-04,5.23E-04,7.64E-04,0.00108,0.001472,0.001931,0.002444,0.002986,0.003533,0.004058,0.004537,0.004954,0.005299,0.005567,0.005761,0.005885,0.005944,0.005946,0.005518,0.005062,0.004605,0.004134,0.003217,0.002515,0.002165,0.001969,0.001791,0.001554,0.001352,0.001253,0.001372,0.001323,0.001221,0.001345,0.001364,0.001331,0.001188,0.001247,0.001225,0.001256,0.001325,0.001398,0.001473,0.001551,0.00163,0.001709
72,0,0,0,0,0,0,1.00E-06,4.00E-06,1.00E-05,1.80E-05,3.20E-05,5.40E-05,8.90E-05,1.43E-04,2.24E-04,3.46E-04,5.21E-04,7.62E-04,0.001078,0.001469,0.001929,0.002442,0.002986,0.003532,0.004057,0.004535,0.004949,0.00529,0.005552,0.005738,0.005853,0.005904,0.005896,0.005463,0.005004,0.004546,0.004076,0.003168,0.002475,0.002129,0.001935,0.001757,0.001522,0.00132,0.001223,0.001335,0.001283,0.001181,0.001296,0.001309,0.00127,0.001125,0.001178,0.001151,0.001176,0.001239,0.001306,0.001377,0.00145,0.001526,0.001603
73,0,0,0,0,0,0,1.00E-06,4.00E-06,9.00E-06,1.80E-05,3.20E-05,5.40E-05,8.80E-05,1.41E-04,2.22E-04,3.42E-04,5.16E-04,7.55E-04,0.001069,0.001459,0.001918,0.002431,0.002975,0.003522,0.004048,0.004526,0.004939,0.005278,0.005537,0.005718,0.005827,0.005871,0.005856,0.005419,0.004957,0.004497,0.004028,0.003128,0.002441,0.002098,0.001905,0.001728,0.001494,0.001293,0.001197,0.001304,0.001248,0.001147,0.001254,0.001259,0.001215,0.001068,0.001115,0.001083,0.001103,0.00116,0.001222,0.001287,0.001355,0.001426,0.0015
