age,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
30,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.70E-05,3.40E-05,6.30E-05,1.15E-04,2.03E-04,3.49E-04,5.80E-04,9.31E-04,0.001443,0.002147,0.003062,0.00419,0.005512,0.006985,0.008551,0.010138,0.011676,0.013075,0.014269,0.015232,0.015887,0.016243,0.016294,0.016139,0.014712,0.013164,0.011615,0.01011,0.00765,0.005669,0.004818,0.004463,0.004033,0.003734,0.003655,0.003404,0.00314,0.002836,0.002597,0.002545,0.002315,0.002132,0.001748,0.001719,0.001448,0.00127,0.001178,0.0011,0.001027,9.62E-04,9.04E-04,8.55E-04
31,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.70E-05,3.30E-05,6.20E-05,1.12E-04,1.99E-04,3.42E-04,5.70E-04,9.17E-04,0.001425,0.002126,0.003044,0.004184,0.005534,0.007059,0.008705,0.010404,0.01209,0.013671,0.015073,0.016261,0.017145,0.017717,0.017958,0.017964,0.016513,0.014865,0.01317,0.011483,0.00868,0.006405,0.005413,0.004988,0.004494,0.004147,0.004049,0.003758,0.003459,0.003111,0.002838,0.002772,0.002519,0.002314,0.001908,0.00187,0.001592,0.001406,0.001306,0.001222,0.001144,0.001069,0.001003,9.44E-04
32,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.60E-05,3.20E-05,6.00E-05,1.09E-04,1.93E-04,3.33E-04,5.55E-04,8.95E-04,0.001394,0.002085,0.002994,0.00413,0.005486,0.007033,0.008725,0.0105,0.012295,0.014023,0.015607,0.017004,0.018112,0.018912,0.019367,0.019563,0.01814,0.016443,0.014644,0.012806,0.009684,0.007126,0.005992,0.005498,0.004942,0.004543,0.004426,0.004098,0.003767,0.003381,0.003073,0.002998,0.002721,0.002498,0.002068,0.00202,0.001733,0.001543,0.001437,0.001346,0.001261,0.001182,0.001106,0.00104
33,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.50E-05,3.10E-05,5.80E-05,1.05E-04,1.87E-04,3.22E-04,5.38E-04,8.68E-04,0.001355,0.00203,0.002922,0.004042,0.005387,0.006932,0.00864,0.010455,0.012319,0.014151,0.015877,0.017455,0.01877,0.019791,0.020469,0.020877,0.019529,0.017835,0.015982,0.014033,0.01063,0.007814,0.006546,0.005985,0.005371,0.004921,0.004785,0.004421,0.004064,0.003643,0.003302,0.003221,0.002926,0.002682,0.002233,0.002172,0.001876,0.001677,0.001569,0.001473,0.001381,0.001295,0.001214,0.001139
34,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.50E-05,2.90E-05,5.50E-05,1.01E-04,1.80E-04,3.10E-04,5.19E-04,8.39E-04,0.00131,0.001967,0.002836,0.003932,0.005253,0.006782,0.008483,0.010307,0.012206,0.014101,0.015926,0.017639,0.019126,0.020347,0.02124,0.021867,0.020635,0.018992,0.017134,0.015123,0.011491,0.00845,0.007064,0.006442,0.005773,0.005276,0.005124,0.004727,0.004345,0.003896,0.003526,0.003442,0.003132,0.002869,0.002398,0.002327,0.002021,0.001814,0.001699,0.001601,0.001504,0.001411,0.001324,0.001243
35,0,0,0,0,0,0,1.00E-06,4.00E-06,9.00E-06,1.80E-05,3.60E-05,6.90E-05,1.25E-04,2.22E-04,3.82E-04,6.37E-04,0.001028,0.001603,0.002402,0.003458,0.004788,0.006393,0.008252,0.010328,0.012565,0.014908,0.017274,0.019584,0.021794,0.023767,0.025458,0.02678,0.027793,0.026381,0.024388,0.022041,0.019437,0.014448,0.01028,0.008414,0.007526,0.006557,0.005978,0.005683,0.005092,0.0045,0.003864,0.003405,0.003193,0.002734,0.002365,0.001844,0.001752,0.001444,0.001258,0.00117,0.001099,0.001034,9.70E-04,9.10E-04,8.55E-04
36,0,0,0,0,0,0,1.00E-06,4.00E-06,9.00E-06,1.90E-05,3.70E-05,6.90E-05,1.26E-04,2.23E-04,3.83E-04,6.39E-04,0.001027,0.001597,0.002385,0.003421,0.00472,0.00628,0.00808,0.010086,0.012248,0.014516,0.016813,0.019077,0.021266,0.023263,0.025022,0.026462,0.027632,0.026418,0.024702,0.022553,0.020088,0.015077,0.010929,0.009053,0.008123,0.007076,0.006459,0.006102,0.005466,0.004833,0.004151,0.003659,0.003432,0.002947,0.002551,0.001999,0.001892,0.001564,0.00137,0.001273,0.001196,0.001124,0.001057,9.91E-04,9.31E-04
37,0,0,0,0,0,0,1.00E-06,4.00E-06,9.00E-06,1.90E-05,3.70E-05,6.90E-05,1.25E-04,2.22E-04,3.81E-04,6.35E-04,0.001022,0.001587,0.002369,0.003395,0.004676,0.006209,0.007971,0.009929,0.012034,0.014242,0.016482,0.018698,0.020859,0.02286,0.024659,0.026178,0.027468,0.026415,0.02486,0.02289,0.020552,0.015538,0.011328,0.009469,0.008566,0.00748,0.006818,0.006451,0.005759,0.005097,0.004377,0.003857,0.003632,0.003131,0.002722,0.002152,0.00203,0.00169,0.001483,0.001379,0.001293,0.001214,0.001141,0.001073,0.001007
38,0,0,0,0,0,0,1.00E-06,4.00E-06,9.00E-06,1.90E-05,3.60E-05,6.80E-05,1.23E-04,2.17E-04,3.74E-04,6.23E-04,0.001004,0.001562,0.002333,0.003346,0.004611,0.006121,0.007852,0.009771,0.011827,0.01398,0.016165,0.018327,0.020443,0.022423,0.024232,0.025789,0.027153,0.026228,0.024814,0.022979,0.020773,0.015804,0.01158,0.009713,0.00884,0.007773,0.007089,0.006711,0.005996,0.005311,0.004566,0.00402,0.003801,0.003299,0.00288,0.002301,0.002166,0.001819,0.0016,0.001485,0.001393,0.001306,0.001225,0.001151,0.001082
39,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.80E-05,3.50E-05,6.50E-05,1.19E-04,2.11E-04,3.63E-04,6.06E-04,9.77E-04,0.001521,0.002276,0.003268,0.00451,0.005994,0.007694,0.009574,0.011586,0.013687,0.015815,0.017922,0.019984,0.02192,0.023715,0.025275,0.026669,0.025842,0.024544,0.022836,0.020749,0.01587,0.011687,0.009837,0.00898,0.00794,0.007269,0.006899,0.00617,0.005483,0.004725,0.00416,0.00395,0.003453,0.00303,0.002448,0.002303,0.001952,0.001723,0.001597,0.001494,0.001401,0.001313,0.001232,0.001157
40,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.70E-05,3.40E-05,6.30E-05,1.15E-04,2.03E-04,3.50E-04,5.84E-04,9.43E-04,0.001469,0.002202,0.003166,0.004375,0.005824,0.007487,0.009325,0.01129,0.01334,0.015412,0.017459,0.019463,0.021347,0.023103,0.02465,0.026039,0.025281,0.024077,0.022483,0.020514,0.015754,0.011655,0.009847,0.009018,0.008004,0.007351,0.007013,0.006287,0.005607,0.004853,0.004279,0.004081,0.003594,0.003173,0.002591,0.002439,0.002089,0.001853,0.001716,0.001603,0.001499,0.001405,0.001316,0.001235
41,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.60E-05,3.20E-05,6.10E-05,1.10E-04,1.95E-04,3.36E-04,5.61E-04,9.06E-04,0.001413,0.002119,0.003051,0.00422,0.005624,0.007239,0.009027,0.010939,0.012933,0.014947,0.016934,0.018877,0.020704,0.022408,0.023923,0.025292,0.024583,0.023452,0.021955,0.020094,0.015485,0.011501,0.009753,0.008964,0.007988,0.007354,0.00705,0.006348,0.005688,0.004948,0.004376,0.004195,0.003723,0.003306,0.002731,0.002574,0.002227,0.001987,0.001843,0.001718,0.001605,0.0015,0.001406,0.001317
42,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.60E-05,3.10E-05,5.80E-05,1.05E-04,1.87E-04,3.22E-04,5.38E-04,8.69E-04,0.001355,0.002033,0.002929,0.004055,0.005408,0.006966,0.008694,0.010546,0.012477,0.014427,0.016351,0.018229,0.019995,0.021643,0.023111,0.024445,0.023782,0.022704,0.021289,0.019527,0.015092,0.011246,0.00957,0.008826,0.007899,0.007293,0.007021,0.006353,0.005728,0.005012,0.004449,0.004292,0.003838,0.00343,0.002865,0.002706,0.002364,0.002124,0.001974,0.001842,0.001718,0.001603,0.001499,0.001404
43,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.50E-05,2.90E-05,5.50E-05,1.01E-04,1.79E-04,3.08E-04,5.15E-04,8.32E-04,0.001299,0.001948,0.002807,0.003887,0.005188,0.006684,0.008347,0.010129,0.011989,0.013869,0.015723,0.017532,0.019233,0.020819,0.022235,0.023522,0.022897,0.021867,0.020524,0.018855,0.014606,0.010913,0.009313,0.008618,0.007744,0.007174,0.006938,0.006307,0.005724,0.005045,0.004499,0.004367,0.00394,0.003543,0.002991,0.002833,0.002499,0.00226,0.002108,0.00197,0.001838,0.001714,0.0016,0.001496
44,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.40E-05,2.80E-05,5.30E-05,9.70E-05,1.71E-04,2.95E-04,4.93E-04,7.97E-04,0.001244,0.001866,0.002689,0.003725,0.004971,0.006408,0.008002,0.009711,0.011495,0.013299,0.015078,0.016813,0.018444,0.019965,0.021324,0.022559,0.021964,0.020981,0.019706,0.01812,0.014058,0.010524,0.009003,0.008355,0.007537,0.007006,0.006807,0.006219,0.005678,0.005043,0.004525,0.004422,0.004025,0.003645,0.00311,0.002955,0.00263,0.002396,0.002242,0.002101,0.001964,0.001832,0.001708,0.001595
45,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.70E-05,3.40E-05,6.40E-05,1.16E-04,2.06E-04,3.54E-04,5.90E-04,9.50E-04,0.001478,0.002211,0.003176,0.004386,0.005836,0.007501,0.009345,0.011313,0.013361,0.015425,0.017455,0.019429,0.021281,0.023005,0.024542,0.025937,0.025309,0.02424,0.022821,0.021049,0.016451,0.012409,0.010649,0.009883,0.008914,0.008305,0.008058,0.007376,0.006736,0.005987,0.005385,0.005275,0.004813,0.004363,0.00373,0.003549,0.003168,0.002896,0.002718,0.002552,0.00239,0.002231,0.002079,0.001937
46,0,0,0,0,0,0,1.00E-06,4.00E-06,9.00E-06,1.80E-05,3.50E-05,6.60E-05,1.19E-04,2.11E-04,3.62E-04,6.01E-04,9.66E-04,0.001499,0.002234,0.003195,0.00439,0.005813,0.007433,0.009213,0.011101,0.013049,0.014997,0.016901,0.018739,0.020452,0.022038,0.023443,0.024712,0.024063,0.023123,0.021829,0.020212,0.015866,0.012161,0.010574,0.009862,0.008901,0.008343,0.008075,0.007407,0.006785,0.006048,0.005467,0.005381,0.004925,0.004484,0.003862,0.003691,0.003313,0.00305,0.002875,0.00271,0.002546,0.002384,0.002226,0.002075
47,0,0,0,0,0,0,1.00E-06,4.00E-06,9.00E-06,1.80E-05,3.50E-05,6.60E-05,1.19E-04,2.10E-04,3.61E-04,6.00E-04,9.65E-04,0.001495,0.002227,0.003181,0.004361,0.005757,0.007336,0.009058,0.010869,0.012727,0.014566,0.016347,0.018053,0.019629,0.021077,0.02235,0.02349,0.022815,0.021879,0.020671,0.019165,0.015076,0.011586,0.01017,0.009583,0.008679,0.008155,0.00793,0.007277,0.006695,0.005996,0.005451,0.005402,0.004978,0.004566,0.003972,0.00381,0.003449,0.003192,0.003023,0.002861,0.002697,0.002534,0.002373,0.002217
48,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.80E-05,3.40E-05,6.40E-05,1.17E-04,2.06E-04,3.53E-04,5.88E-04,9.46E-04,0.001468,0.002188,0.003127,0.004287,0.005654,0.007195,0.008864,0.010607,0.012379,0.014123,0.015793,0.017377,0.018826,0.020143,0.021288,0.022303,0.021601,0.020666,0.01949,0.01807,0.014226,0.010948,0.009626,0.009127,0.00833,0.007852,0.007656,0.007056,0.006515,0.005865,0.005361,0.005349,0.004971,0.004598,0.004048,0.003902,0.003564,0.003321,0.003158,0.003001,0.002841,0.002678,0.002516,0.002357
49,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.70E-05,3.30E-05,6.20E-05,1.13E-04,1.99E-04,3.41E-04,5.69E-04,9.15E-04,0.001422,0.002121,0.003035,0.004166,0.005499,0.006996,0.008614,0.010294,0.011991,0.013647,0.015222,0.016698,0.018033,0.019233,0.020261,0.021159,0.020433,0.019496,0.018348,0.016983,0.013369,0.010293,0.009058,0.0086,0.007887,0.007476,0.007316,0.006764,0.006279,0.005682,0.005222,0.005245,0.004917,0.004586,0.004088,0.003969,0.00366,0.003435,0.003282,0.003131,0.002977,0.002817,0.002656,0.002496
50,0,0,0,0,0,0,1.00E-06,3.00E-06,8.00E-06,1.60E-05,3.20E-05,6.00E-05,1.08E-04,1.90E-04,3.27E-04,5.45E-04,8.77E-04,0.001364,0.002037,0.002917,0.004009,0.005296,0.006745,0.008306,0.009923,0.01155,0.013127,0.014615,0.015999,0.017235,0.018332,0.019258,0.020052,0.019309,0.018373,0.017251,0.015938,0.01253,0.009645,0.008491,0.008067,0.00741,0.007047,0.006932,0.006432,0.005998,0.00546,0.005047,0.0051,0.004822,0.004537,0.00409,0.004005,0.003734,0.003532,0.003393,0.003252,0.003103,0.002949,0.002791,0.002632
51,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.50E-05,3.00E-05,5.70E-05,1.03E-04,1.81E-04,3.11E-04,5.19E-04,8.36E-04,0.0013,0.001943,0.002786,0.003831,0.005066,0.006456,0.007955,0.009505,0.011061,0.012563,0.013972,0.015272,0.016424,0.017433,0.018271,0.018977,0.018225,0.017298,0.016204,0.014939,0.011727,0.009018,0.007938,0.007544,0.006937,0.006604,0.00652,0.006076,0.005691,0.005209,0.004843,0.004924,0.004691,0.004451,0.004058,0.004004,0.003779,0.003608,0.003488,0.00336,0.003221,0.003072,0.00292,0.002764
52,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.50E-05,2.90E-05,5.40E-05,9.70E-05,1.72E-04,2.95E-04,4.93E-04,7.94E-04,0.001236,0.001848,0.00265,0.003646,0.004824,0.00615,0.00758,0.00906,0.010541,0.011967,0.013301,0.014523,0.015598,0.016532,0.017296,0.017927,0.017179,0.016267,0.015205,0.01399,0.010964,0.008422,0.007407,0.007039,0.006477,0.006172,0.006105,0.005709,0.005372,0.004942,0.004617,0.004723,0.004532,0.004334,0.003993,0.003972,0.003787,0.003656,0.003562,0.003452,0.003325,0.003187,0.00304,0.00289
53,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.40E-05,2.70E-05,5.10E-05,9.20E-05,1.63E-04,2.80E-04,4.67E-04,7.52E-04,0.001171,0.001752,0.002513,0.00346,0.00458,0.005841,0.007201,0.008606,0.010011,0.011361,0.012618,0.013766,0.014769,0.015634,0.016333,0.016902,0.016168,0.015279,0.014255,0.013091,0.010243,0.007858,0.006906,0.00656,0.006037,0.005755,0.005703,0.005344,0.005048,0.004667,0.00438,0.004505,0.004352,0.00419,0.003897,0.003908,0.003764,0.003667,0.003608,0.003525,0.003416,0.00329,0.003153,0.003008
54,0,0,0,0,0,0,1.00E-06,2.00E-06,6.00E-06,1.30E-05,2.60E-05,4.80E-05,8.70E-05,1.54E-04,2.64E-04,4.41E-04,7.11E-04,0.001107,0.001657,0.002379,0.003276,0.004339,0.005536,0.006826,0.008158,0.009488,0.010762,0.011945,0.013019,0.013954,0.014754,0.015395,0.015908,0.015194,0.014337,0.013355,0.012244,0.009566,0.00733,0.006435,0.006109,0.005622,0.00536,0.005317,0.004991,0.004728,0.004389,0.004138,0.004276,0.004156,0.004026,0.003775,0.003813,0.003709,0.003648,0.003619,0.003569,0.003486,0.003378,0.003254,0.003119
55,0,0,0,0,0,0,0,2.00E-06,6.00E-06,1.20E-05,2.40E-05,4.50E-05,8.20E-05,1.45E-04,2.49E-04,4.15E-04,6.69E-04,0.001043,0.001563,0.002245,0.003095,0.004102,0.005236,0.00646,0.007722,0.008979,0.010181,0.011293,0.012297,0.013165,0.013903,0.01449,0.014953,0.014262,0.01344,0.012503,0.011447,0.008932,0.006836,0.005996,0.005688,0.005233,0.004989,0.004952,0.004655,0.004418,0.004114,0.003894,0.004043,0.003951,0.003849,0.003634,0.003694,0.003624,0.003597,0.0036,0.003579,0.003529,0.003447,0.00334,0.003217
56,0,0,0,0,0,0,0,2.00E-06,5.00E-06,1.10E-05,2.20E-05,4.20E-05,7.70E-05,1.36E-04,2.33E-04,3.89E-04,6.29E-04,9.80E-04,0.001469,0.002113,0.002916,0.003868,0.004942,0.006101,0.007296,0.008487,0.009622,0.010667,0.011606,0.012413,0.013093,0.013629,0.014045,0.013379,0.01259,0.0117,0.010699,0.00834,0.006377,0.005589,0.005298,0.004872,0.004644,0.004611,0.004337,0.004123,0.003848,0.003653,0.003807,0.00374,0.003663,0.003479,0.003556,0.003514,0.003517,0.003549,0.003559,0.003538,0.003488,0.003407,0.003302
57,0,0,0,0,0,0,0,2.00E-06,5.00E-06,1.10E-05,2.10E-05,3.90E-05,7.20E-05,1.27E-04,2.18E-04,3.65E-04,5.89E-04,9.19E-04,0.001378,0.001983,0.002739,0.003637,0.004652,0.005748,0.006881,0.008008,0.009081,0.010068,0.010949,0.0117,0.012328,0.012816,0.013188,0.012547,0.011792,0.010945,0.009999,0.007788,0.00595,0.005211,0.004937,0.004538,0.004323,0.004293,0.00404,0.003843,0.003593,0.003418,0.003573,0.003526,0.00347,0.003314,0.003405,0.003386,0.003412,0.003469,0.003508,0.003517,0.003496,0.003447,0.003367
58,0,0,0,0,0,0,0,2.00E-06,5.00E-06,1.00E-05,2.00E-05,3.70E-05,6.70E-05,1.18E-04,2.04E-04,3.40E-04,5.50E-04,8.59E-04,0.001289,0.001856,0.002566,0.003411,0.004367,0.005403,0.006473,0.00754,0.008556,0.009488,0.010318,0.011022,0.011603,0.01205,0.012385,0.011766,0.011045,0.01024,0.009345,0.007273,0.005553,0.004861,0.004602,0.004228,0.004026,0.003998,0.003763,0.003582,0.003351,0.003193,0.003345,0.003312,0.003273,0.003143,0.003243,0.003243,0.003287,0.003365,0.003428,0.003466,0.003474,0.003454,0.003406
59,0,0,0,0,0,0,0,2.00E-06,4.00E-06,9.00E-06,1.80E-05,3.40E-05,6.20E-05,1.10E-04,1.90E-04,3.17E-04,5.12E-04,8.00E-04,0.001202,0.001733,0.002397,0.00319,0.004089,0.005064,0.006074,0.007082,0.008043,0.008926,0.00971,0.010372,0.010916,0.011327,0.01163,0.011036,0.010346,0.009582,0.008735,0.006792,0.005183,0.004535,0.004292,0.003942,0.003752,0.003725,0.003506,0.003338,0.003124,0.002979,0.003126,0.003102,0.003075,0.002966,0.003075,0.003091,0.003149,0.003242,0.003324,0.003385,0.003423,0.003431,0.003411
60,0,0,0,0,0,0,0,2.00E-06,4.00E-06,8.00E-06,1.70E-05,3.20E-05,5.80E-05,1.02E-04,1.76E-04,2.95E-04,4.76E-04,7.44E-04,0.001119,0.001614,0.002234,0.002976,0.003818,0.004733,0.005683,0.006634,0.007542,0.008377,0.009119,0.009745,0.010257,0.010641,0.010918,0.01035,0.009693,0.008968,0.008167,0.006345,0.004838,0.004232,0.004004,0.003676,0.003497,0.003471,0.003267,0.00311,0.002912,0.002777,0.002917,0.002899,0.002881,0.002786,0.002902,0.002931,0.003001,0.003105,0.003201,0.003282,0.003342,0.003379,0.003388
61,0,0,0,0,0,0,0,1.00E-06,4.00E-06,8.00E-06,1.60E-05,2.90E-05,5.40E-05,9.50E-05,1.63E-04,2.73E-04,4.42E-04,6.91E-04,0.001039,0.0015,0.002079,0.00277,0.003557,0.004414,0.005306,0.006199,0.007056,0.007844,0.008546,0.009139,0.009623,0.009985,0.010243,0.009705,0.009082,0.008394,0.007637,0.005929,0.004518,0.003949,0.003735,0.003429,0.003261,0.003237,0.003045,0.002899,0.002714,0.002589,0.00272,0.002706,0.002692,0.002609,0.002726,0.002766,0.002846,0.002959,0.003065,0.00316,0.003239,0.003299,0.003335
62,0,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.40E-05,2.70E-05,5.00E-05,8.80E-05,1.52E-04,2.54E-04,4.11E-04,6.42E-04,9.65E-04,0.001393,0.001931,0.002575,0.003309,0.004109,0.004943,0.005781,0.006585,0.007328,0.007992,0.008553,0.009012,0.009356,0.009599,0.009094,0.008506,0.007857,0.007143,0.005541,0.004219,0.003687,0.003486,0.003199,0.003042,0.003018,0.00284,0.002703,0.00253,0.002414,0.002536,0.002523,0.002512,0.002438,0.002553,0.002598,0.002686,0.002805,0.00292,0.003025,0.003118,0.003196,0.003256
63,0,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.30E-05,2.50E-05,4.60E-05,8.20E-05,1.41E-04,2.36E-04,3.82E-04,5.97E-04,8.97E-04,0.001294,0.001794,0.002393,0.003075,0.00382,0.004598,0.005381,0.006134,0.006832,0.007457,0.007987,0.008423,0.008751,0.008982,0.008512,0.007961,0.007352,0.006681,0.005179,0.003942,0.003443,0.003253,0.002984,0.002838,0.002815,0.002648,0.002521,0.002359,0.00225,0.002365,0.002353,0.002342,0.002274,0.002385,0.002433,0.002523,0.002647,0.002768,0.002881,0.002984,0.003076,0.003153
64,0,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.30E-05,2.40E-05,4.30E-05,7.70E-05,1.32E-04,2.21E-04,3.57E-04,5.57E-04,8.37E-04,0.001206,0.001671,0.002227,0.002861,0.003553,0.004276,0.005006,0.005709,0.006362,0.006948,0.007448,0.007861,0.008174,0.008394,0.007958,0.007445,0.006877,0.006247,0.004842,0.003683,0.003216,0.003038,0.002786,0.002648,0.002627,0.002471,0.002352,0.002201,0.002099,0.002205,0.002194,0.002184,0.002119,0.002224,0.002272,0.002362,0.002486,0.002611,0.00273,0.002841,0.002943,0.003034
65,0,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.20E-05,2.20E-05,4.10E-05,7.20E-05,1.24E-04,2.08E-04,3.35E-04,5.23E-04,7.84E-04,0.00113,0.001562,0.00208,0.002668,0.003311,0.003983,0.00466,0.005314,0.005923,0.00647,0.006939,0.007328,0.007626,0.007835,0.007434,0.006957,0.00643,0.005841,0.004528,0.003443,0.003006,0.002838,0.002602,0.002472,0.002452,0.002307,0.002195,0.002054,0.001958,0.002057,0.002046,0.002036,0.001975,0.002073,0.002119,0.002206,0.002327,0.002452,0.002575,0.002692,0.002801,0.002902
66,0,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.10E-05,2.10E-05,3.90E-05,6.80E-05,1.18E-04,1.96E-04,3.17E-04,4.94E-04,7.40E-04,0.001064,0.001468,0.001951,0.002499,0.003097,0.00372,0.004348,0.004955,0.005521,0.006029,0.006468,0.006832,0.007114,0.007312,0.006941,0.006499,0.00601,0.005462,0.004235,0.00322,0.002811,0.002653,0.002432,0.00231,0.002291,0.002155,0.00205,0.001918,0.001828,0.00192,0.001909,0.001899,0.00184,0.001933,0.001975,0.002057,0.002173,0.002295,0.002418,0.002538,0.002654,0.002762
67,0,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.10E-05,2.00E-05,3.70E-05,6.50E-05,1.12E-04,1.87E-04,3.02E-04,4.69E-04,7.02E-04,0.001008,0.001389,0.001842,0.002354,0.002911,0.00349,0.004072,0.004635,0.005159,0.00563,0.006037,0.006377,0.006641,0.006827,0.006483,0.006073,0.005619,0.005108,0.003963,0.003014,0.002632,0.002483,0.002275,0.002161,0.002143,0.002015,0.001917,0.001793,0.001708,0.001794,0.001783,0.001772,0.001716,0.001801,0.00184,0.001916,0.002026,0.002143,0.002263,0.002383,0.002502,0.002616
68,0,0,0,0,0,0,0,1.00E-06,3.00E-06,5.00E-06,1.10E-05,2.00E-05,3.60E-05,6.40E-05,1.09E-04,1.81E-04,2.92E-04,4.53E-04,6.76E-04,9.67E-04,0.001328,0.001755,0.002237,0.002757,0.003296,0.003837,0.004357,0.004841,0.005276,0.005651,0.005966,0.00621,0.006383,0.006063,0.00568,0.005259,0.004783,0.003712,0.002825,0.002467,0.002328,0.002133,0.002025,0.002008,0.001887,0.001794,0.001677,0.001598,0.001678,0.001666,0.001655,0.0016,0.00168,0.001714,0.001785,0.001888,0.001998,0.002112,0.00223,0.002348,0.002466
69,0,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.10E-05,2.00E-05,3.60E-05,6.40E-05,1.09E-04,1.81E-04,2.90E-04,4.48E-04,6.65E-04,9.47E-04,0.001293,0.0017,0.002156,0.002645,0.003149,0.003651,0.004132,0.004577,0.004977,0.005321,0.005608,0.005832,0.00599,0.005687,0.005329,0.004935,0.00449,0.003486,0.002655,0.002321,0.00219,0.002005,0.001904,0.001887,0.001773,0.001685,0.001574,0.001498,0.001573,0.001561,0.001549,0.001494,0.001569,0.001598,0.001663,0.001759,0.001862,0.00197,0.002082,0.002198,0.002315
70,0,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.10E-05,2.10E-05,3.80E-05,6.60E-05,1.13E-04,1.86E-04,2.97E-04,4.56E-04,6.73E-04,9.51E-04,0.00129,0.001683,0.002119,0.002582,0.003055,0.003522,0.003966,0.004375,0.004739,0.005052,0.005312,0.005513,0.005655,0.005365,0.005025,0.004653,0.004234,0.003289,0.002507,0.002193,0.00207,0.001895,0.001799,0.001782,0.001674,0.001589,0.001483,0.00141,0.001479,0.001467,0.001454,0.001398,0.001468,0.001492,0.001551,0.00164,0.001735,0.001836,0.001942,0.002053,0.002166
71,0,0,0,0,0,0,0,1.00E-06,3.00E-06,6.00E-06,1.20E-05,2.20E-05,4.00E-05,6.90E-05,1.18E-04,1.94E-04,3.09E-04,4.74E-04,6.96E-04,9.77E-04,0.001317,0.001705,0.002129,0.002572,0.00302,0.003457,0.003867,0.004241,0.004572,0.004853,0.005085,0.005263,0.005386,0.005102,0.004775,0.004419,0.004021,0.003124,0.002383,0.002087,0.00197,0.001802,0.00171,0.001694,0.00159,0.001507,0.001404,0.001333,0.001398,0.001384,0.001369,0.001312,0.001377,0.001395,0.001449,0.001531,0.001619,0.001713,0.001811,0.001915,0.002024
72,0,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.30E-05,2.30E-05,4.20E-05,7.30E-05,1.23E-04,2.03E-04,3.23E-04,4.94E-04,7.25E-04,0.001015,0.001362,0.001754,0.002175,0.002609,0.003039,0.003452,0.003833,0.004175,0.004474,0.004724,0.004927,0.005081,0.005184,0.004898,0.004578,0.004233,0.003849,0.00299,0.002282,0.002,0.001888,0.001726,0.001637,0.00162,0.00152,0.001439,0.001338,0.001268,0.001327,0.001311,0.001295,0.001234,0.001295,0.001307,0.001355,0.001431,0.001512,0.001599,0.00169,0.001787,0.00189
73,0,0,0,0,0,0,0,1.00E-06,3.00E-06,7.00E-06,1.30E-05,2.40E-05,4.20E-05,7.40E-05,1.26E-04,2.08E-04,3.32E-04,5.09E-04,7.47E-04,0.001049,0.001407,0.001809,0.002237,0.002671,0.003094,0.00349,0.00385,0.004165,0.004434,0.004654,0.00483,0.004958,0.00504,0.004749,0.004428,0.004088,0.003714,0.002884,0.002201,0.00193,0.001822,0.001664,0.001577,0.001559,0.001461,0.001381,0.001281,0.001211,0.001265,0.001246,0.001227,0.001164,0.00122,0.001227,0.001268,0.001338,0.001413,0.001493,0.001578,0.001668,0.001763
